parcl_id,date,pct_volatility
5826765,2024-03-18,0.0108
5826765,2024-03-17,0.0108
5826765,2024-03-16,0.0112
5826765,2024-03-15,0.0113
5826765,2024-03-14,0.0117
5826765,2024-03-13,0.0113
5826765,2024-03-12,0.0116
5826765,2024-03-11,0.0118
5826765,2024-03-10,0.0119
5826765,2024-03-09,0.0113
5826765,2024-03-08,0.0112
5826765,2024-03-07,0.0114
5826765,2024-03-06,0.0111
5826765,2024-03-05,0.0109
5826765,2024-03-04,0.0106
5826765,2024-03-03,0.0099
5826765,2024-03-02,0.0089
5826765,2024-03-01,0.0087
5826765,2024-02-29,0.0086
5826765,2024-02-28,0.0078
5826765,2024-02-27,0.0079
5826765,2024-02-26,0.0078
5826765,2024-02-25,0.0077
5826765,2024-02-24,0.0081
5826765,2024-02-23,0.0085
5826765,2024-02-22,0.0083
5826765,2024-02-21,0.008
5826765,2024-02-20,0.0082
5826765,2024-02-19,0.0086
5826765,2024-02-18,0.0086
5826765,2024-02-17,0.0088
5826765,2024-02-16,0.0086
5826765,2024-02-15,0.0086
5826765,2024-02-14,0.0087
5826765,2024-02-13,0.0087
5826765,2024-02-12,0.009
5826765,2024-02-11,0.009
5826765,2024-02-10,0.009
5826765,2024-02-09,0.0094
5826765,2024-02-08,0.0094
5826765,2024-02-07,0.0094
5826765,2024-02-06,0.0096
5826765,2024-02-05,0.0095
5826765,2024-02-04,0.0097
5826765,2024-02-03,0.0094
5826765,2024-02-02,0.0092
5826765,2024-02-01,0.009
5826765,2024-01-31,0.0087
5826765,2024-01-30,0.009
5826765,2024-01-29,0.009
5826765,2024-01-28,0.0085
5826765,2024-01-27,0.0088
5826765,2024-01-26,0.0086
5826765,2024-01-25,0.0085
5826765,2024-01-24,0.0084
5826765,2024-01-23,0.0086
5826765,2024-01-22,0.0086
5826765,2024-01-21,0.0088
5826765,2024-01-20,0.0082
5826765,2024-01-19,0.0084
5826765,2024-01-18,0.0091
5826765,2024-01-17,0.0093
5826765,2024-01-16,0.0093
5826765,2024-01-15,0.0093
5826765,2024-01-14,0.0092
5826765,2024-01-13,0.0087
5826765,2024-01-12,0.0086
5826765,2024-01-11,0.0085
5826765,2024-01-10,0.0078
5826765,2024-01-09,0.0076
5826765,2024-01-08,0.0075
5826765,2024-01-07,0.0074
5826765,2024-01-06,0.0073
5826765,2024-01-05,0.0073
5826765,2024-01-04,0.0078
5826765,2024-01-03,0.0076
5826765,2024-01-02,0.0075
5826765,2024-01-01,0.0074
5826765,2023-12-31,0.0078
5826765,2023-12-30,0.008
5826765,2023-12-29,0.009
5826765,2023-12-28,0.0092
5826765,2023-12-27,0.0092
5826765,2023-12-26,0.0095
5826765,2023-12-25,0.0096
5826765,2023-12-24,0.0098
5826765,2023-12-23,0.0092
5826765,2023-12-22,0.0095
5826765,2023-12-21,0.0093
5826765,2023-12-20,0.0096
5826765,2023-12-19,0.0094
5826765,2023-12-18,0.0094
5826765,2023-12-17,0.0094
5826765,2023-12-16,0.0092
5826765,2023-12-15,0.0091
5826765,2023-12-14,0.0091
5826765,2023-12-13,0.0098
5826765,2023-12-12,0.0097
5826765,2023-12-11,0.0137
5826765,2023-12-10,0.0137
5826765,2023-12-09,0.0137
5826765,2023-12-08,0.0137
5826765,2023-12-07,0.0139
5826765,2023-12-06,0.014
5826765,2023-12-05,0.0138
5826765,2023-12-04,0.014
5826765,2023-12-03,0.0145
5826765,2023-12-02,0.0149
5826765,2023-12-01,0.0156
5826765,2023-11-30,0.0162
5826765,2023-11-29,0.016
5826765,2023-11-28,0.0163
5826765,2023-11-27,0.0163
5826765,2023-11-26,0.0163
5826765,2023-11-25,0.0161
5826765,2023-11-24,0.0157
5826765,2023-11-23,0.0155
5826765,2023-11-22,0.0157
5826765,2023-11-21,0.0155
5826765,2023-11-20,0.0157
5826765,2023-11-19,0.0153
5826765,2023-11-18,0.0149
5826765,2023-11-17,0.0145
5826765,2023-11-16,0.014
5826765,2023-11-15,0.0134
5826765,2023-11-14,0.0129
5826765,2023-11-13,0.0129
5826765,2023-11-12,0.0128
5826765,2023-11-11,0.0116
5826765,2023-11-10,0.0114
5826765,2023-11-09,0.0114
5826765,2023-11-08,0.0114
5826765,2023-11-07,0.0113
5826765,2023-11-06,0.0111
5826765,2023-11-05,0.0109
5826765,2023-11-04,0.0107
5826765,2023-11-03,0.0075
5826765,2023-11-02,0.0078
5826765,2023-11-01,0.0076
5826765,2023-10-31,0.0074
5826765,2023-10-30,0.0074
5826765,2023-10-29,0.0074
5826765,2023-10-28,0.0073
5826765,2023-10-27,0.0071
5826765,2023-10-26,0.0069
5826765,2023-10-25,0.0067
5826765,2023-10-24,0.0068
5826765,2023-10-23,0.0063
5826765,2023-10-22,0.0063
5826765,2023-10-21,0.0056
5826765,2023-10-20,0.0055
5826765,2023-10-19,0.0054
5826765,2023-10-18,0.0053
5826765,2023-10-17,0.0052
5826765,2023-10-16,0.0051
5826765,2023-10-15,0.005
5826765,2023-10-14,0.0049
5826765,2023-10-13,0.0049
5826765,2023-10-12,0.0049
5826765,2023-10-11,0.0046
5826765,2023-10-10,0.0046
5826765,2023-10-09,0.0046
5826765,2023-10-08,0.0044
5826765,2023-10-07,0.0041
5826765,2023-10-06,0.0037
5826765,2023-10-05,0.0035
5826765,2023-10-04,0.003
5826765,2023-10-03,0.004
5826765,2023-10-02,0.0034
5826765,2023-10-01,0.0028
5826765,2023-09-30,0.0028
5826765,2023-09-29,0.0028
5826765,2023-09-28,0.0028
5826765,2023-09-27,0.0028
5826765,2023-09-26,0.0034
5826765,2023-09-25,0.0034
5826765,2023-09-24,0.0034
5826765,2023-09-23,0.0034
5826765,2023-09-22,0.0034
5826765,2023-09-21,0.0033
5826765,2023-09-20,0.0033
5826765,2023-09-19,0.0032
5826765,2023-09-18,0.004
5826765,2023-09-17,0.0045
5826765,2023-09-16,0.0045
5826765,2023-09-15,0.0045
5826765,2023-09-14,0.0045
5826765,2023-09-13,0.0045
5826765,2023-09-12,0.0045
5826765,2023-09-11,0.0045
5826765,2023-09-10,0.0045
5826765,2023-09-09,0.0045
5826765,2023-09-08,0.0045
5826765,2023-09-07,0.0045
5826765,2023-09-06,0.0045
5826765,2023-09-05,0.0044
5826765,2023-09-04,0.0044
5826765,2023-09-03,0.0036
5826765,2023-09-02,0.0036
5826765,2023-09-01,0.0036
5826765,2023-08-31,0.0036
5826765,2023-08-30,0.0036
5826765,2023-08-29,0.0036
5826765,2023-08-28,0.0036
5826765,2023-08-27,0.003
5826765,2023-08-26,0.003
5826765,2023-08-25,0.003
5826765,2023-08-24,0.0031
5826765,2023-08-23,0.0031
5826765,2023-08-22,0.0031
5826765,2023-08-21,0.0031
5826765,2023-08-20,0.0031
5826765,2023-08-19,0.0022
5826765,2023-08-18,0.0005
5826765,2023-08-17,0.0005
5826765,2023-08-16,0.0005
5826765,2023-08-15,0.0005
5826765,2023-08-14,0.0005
5826765,2023-08-13,0.0005
5826765,2023-08-12,0.0005
5826765,2023-08-11,0.0005
5826765,2023-08-10,0.0005
5826765,2023-08-09,0.0005
5826765,2023-08-08,0.0005
5826765,2023-08-07,0.0005
5826765,2023-08-06,0.0005
5826765,2023-08-05,0.0005
5826765,2023-08-04,0.0022
5826765,2023-08-03,0.0022
5826765,2023-08-02,0.0022
5826765,2023-08-01,0.0022
5826765,2023-07-31,0.003
5826765,2023-07-30,0.0036
5826765,2023-07-29,0.004
5826765,2023-07-28,0.0044
5826765,2023-07-27,0.0044
5826765,2023-07-26,0.0047
5826765,2023-07-25,0.0049
5826765,2023-07-24,0.0052
5826765,2023-07-23,0.0052
5826765,2023-07-22,0.0052
5826765,2023-07-21,0.0052
5826765,2023-07-20,0.0052
5826765,2023-07-19,0.0052
5826765,2023-07-18,0.0052
5826765,2023-07-17,0.0052
5826765,2023-07-16,0.0053
5826765,2023-07-15,0.0053
5826765,2023-07-14,0.0055
5826765,2023-07-13,0.0056
5826765,2023-07-12,0.0057
5826765,2023-07-11,0.0058
5826765,2023-07-10,0.0059
5826765,2023-07-09,0.006
5826765,2023-07-08,0.006
5826765,2023-07-07,0.0066
5826765,2023-07-06,0.0066
5826765,2023-07-05,0.0066
5826765,2023-07-04,0.0065
5826765,2023-07-03,0.0064
5826765,2023-07-02,0.0063
5826765,2023-07-01,0.0063
5826765,2023-06-30,0.0068
5826765,2023-06-29,0.0068
5826765,2023-06-28,0.0068
5826765,2023-06-27,0.0066
5826765,2023-06-26,0.0071
5826765,2023-06-25,0.0075
5826765,2023-06-24,0.0079
5826765,2023-06-23,0.008
5826765,2023-06-22,0.0078
5826765,2023-06-21,0.0074
5826765,2023-06-20,0.0071
5826765,2023-06-19,0.007
5826765,2023-06-18,0.0065
5826765,2023-06-17,0.006
5826765,2023-06-16,0.0054
5826765,2023-06-15,0.0048
5826765,2023-06-14,0.0048
5826765,2023-06-13,0.0047
5826765,2023-06-12,0.0047
5826765,2023-06-11,0.0053
5826765,2023-06-10,0.0057
5826765,2023-06-09,0.0057
5826765,2023-06-08,0.0062
5826765,2023-06-07,0.0063
5826765,2023-06-06,0.0063
5826765,2023-06-05,0.0063
5826765,2023-06-04,0.0063
5826765,2023-06-03,0.0063
5826765,2023-06-02,0.0066
5826765,2023-06-01,0.0066
5826765,2023-05-31,0.0067
5826765,2023-05-30,0.007
5826765,2023-05-29,0.007
5826765,2023-05-28,0.007
5826765,2023-05-27,0.0068
5826765,2023-05-26,0.0068
5826765,2023-05-25,0.0065
5826765,2023-05-24,0.0063
5826765,2023-05-23,0.0063
5826765,2023-05-22,0.0063
5826765,2023-05-21,0.0066
5826765,2023-05-20,0.0063
5826765,2023-05-19,0.0066
5826765,2023-05-18,0.0066
5826765,2023-05-17,0.0066
5826765,2023-05-16,0.0066
5826765,2023-05-15,0.0066
5826765,2023-05-14,0.0069
5826765,2023-05-13,0.0069
5826765,2023-05-12,0.0067
5826765,2023-05-11,0.0063
5826765,2023-05-10,0.0063
5826765,2023-05-09,0.0057
5826765,2023-05-08,0.0054
5826765,2023-05-07,0.0056
5826765,2023-05-06,0.0055
5826765,2023-05-05,0.0056
5826765,2023-05-04,0.0056
5826765,2023-05-03,0.0055
5826765,2023-05-02,0.0054
5826765,2023-05-01,0.0052
5826765,2023-04-30,0.0056
5826765,2023-04-29,0.0061
5826765,2023-04-28,0.0067
5826765,2023-04-27,0.0071
5826765,2023-04-26,0.0069
5826765,2023-04-25,0.0069
5826765,2023-04-24,0.0069
5826765,2023-04-23,0.0069
5826765,2023-04-22,0.0069
5826765,2023-04-21,0.0066
5826765,2023-04-20,0.0066
5826765,2023-04-19,0.0062
5826765,2023-04-18,0.0062
5826765,2023-04-17,0.0062
5826765,2023-04-16,0.0062
5826765,2023-04-15,0.0062
5826765,2023-04-14,0.0062
5826765,2023-04-13,0.0066
5826765,2023-04-12,0.0066
5826765,2023-04-11,0.0069
5826765,2023-04-10,0.0069
5826765,2023-04-09,0.0069
5826765,2023-04-08,0.007
5826765,2023-04-07,0.0079
5826765,2023-04-06,0.0081
5826765,2023-04-05,0.0083
5826765,2023-04-04,0.0085
5826765,2023-04-03,0.0087
5826765,2023-04-02,0.0095
5826765,2023-04-01,0.0102
5826765,2023-03-31,0.0098
5826765,2023-03-30,0.0094
5826765,2023-03-29,0.0087
5826765,2023-03-28,0.0081
5826765,2023-03-27,0.0081
5826765,2023-03-26,0.008
5826765,2023-03-25,0.008
5826765,2023-03-24,0.008
5826765,2023-03-23,0.008
5826765,2023-03-22,0.0079
5826765,2023-03-21,0.0079
5826765,2023-03-20,0.0086
5826765,2023-03-19,0.0093
5826765,2023-03-18,0.0099
5826765,2023-03-17,0.0104
5826765,2023-03-16,0.0109
5826765,2023-03-15,0.0113
5826765,2023-03-14,0.0116
5826765,2023-03-13,0.0119
5826765,2023-03-12,0.0121
5826765,2023-03-11,0.0121
5826765,2023-03-10,0.0123
5826765,2023-03-09,0.0125
5826765,2023-03-08,0.012
5826765,2023-03-07,0.012
5826765,2023-03-06,0.0119
5826765,2023-03-05,0.0118
5826765,2023-03-04,0.0116
5826765,2023-03-03,0.0119
5826765,2023-03-02,0.0111
5826765,2023-03-01,0.0111
5826765,2023-02-28,0.0114
5826765,2023-02-27,0.0116
5826765,2023-02-26,0.0112
5826765,2023-02-25,0.0105
5826765,2023-02-24,0.0096
5826765,2023-02-23,0.0094
5826765,2023-02-22,0.0092
5826765,2023-02-21,0.0089
5826765,2023-02-20,0.0084
5826765,2023-02-19,0.0078
5826765,2023-02-18,0.0078
5826765,2023-02-17,0.0078
5826765,2023-02-16,0.0078
5826765,2023-02-15,0.0078
5826765,2023-02-14,0.0079
5826765,2023-02-13,0.0079
5826765,2023-02-12,0.008
5826765,2023-02-11,0.008
5826765,2023-02-10,0.0082
5826765,2023-02-09,0.0076
5826765,2023-02-08,0.0075
5826765,2023-02-07,0.0074
5826765,2023-02-06,0.0075
5826765,2023-02-05,0.0075
5826765,2023-02-04,0.0076
5826765,2023-02-03,0.0075
5826765,2023-02-02,0.0075
5826765,2023-02-01,0.0067
5826765,2023-01-31,0.0072
5826765,2023-01-30,0.0077
5826765,2023-01-29,0.0075
5826765,2023-01-28,0.0074
5826765,2023-01-27,0.0072
5826765,2023-01-26,0.007
5826765,2023-01-25,0.0067
5826765,2023-01-24,0.0068
5826765,2023-01-23,0.0066
5826765,2023-01-22,0.0067
5826765,2023-01-21,0.0068
5826765,2023-01-20,0.0069
5826765,2023-01-19,0.0071
5826765,2023-01-18,0.0072
5826765,2023-01-17,0.0073
5826765,2023-01-16,0.0073
5826765,2023-01-15,0.0075
5826765,2023-01-14,0.0074
5826765,2023-01-13,0.0074
5826765,2023-01-12,0.0073
5826765,2023-01-11,0.0072
5826765,2023-01-10,0.0073
5826765,2023-01-09,0.0074
5826765,2023-01-08,0.0075
5826765,2023-01-07,0.0074
5826765,2023-01-06,0.0074
5826765,2023-01-05,0.0075
5826765,2023-01-04,0.0075
5826765,2023-01-03,0.0076
5826765,2023-01-02,0.0076
5826765,2023-01-01,0.007
5822447,2024-06-05,0.0209
5822447,2024-06-04,0.0208
5822447,2024-06-03,0.0205
5822447,2024-06-02,0.0205
5822447,2024-06-01,0.0205
5822447,2024-05-31,0.0206
5822447,2024-05-30,0.0217
5822447,2024-05-29,0.022
5822447,2024-05-28,0.0225
5822447,2024-05-27,0.0231
5822447,2024-05-26,0.0237
5822447,2024-05-25,0.0238
5822447,2024-05-24,0.0239
5822447,2024-05-23,0.024
5822447,2024-05-22,0.024
5822447,2024-05-21,0.0242
5822447,2024-05-20,0.0245
5822447,2024-05-19,0.0245
5822447,2024-05-18,0.0244
5822447,2024-05-17,0.0238
5822447,2024-05-16,0.0227
5822447,2024-05-15,0.0215
5822447,2024-05-14,0.0194
5822447,2024-05-13,0.0184
5822447,2024-05-12,0.0184
5822447,2024-05-11,0.0186
5822447,2024-05-10,0.019
5822447,2024-05-09,0.0188
5822447,2024-05-08,0.0182
5822447,2024-05-07,0.0181
5822447,2024-05-06,0.018
5822447,2024-05-05,0.0177
5822447,2024-05-04,0.0173
5822447,2024-05-03,0.0173
5822447,2024-05-02,0.016
5822447,2024-05-01,0.0154
5822447,2024-04-30,0.0154
5822447,2024-04-29,0.0155
5822447,2024-04-28,0.0156
5822447,2024-04-27,0.0155
5822447,2024-04-26,0.0154
5822447,2024-04-25,0.0156
5822447,2024-04-24,0.0156
5822447,2024-04-23,0.0156
5822447,2024-04-22,0.0152
5822447,2024-04-21,0.0149
5822447,2024-04-20,0.0147
5822447,2024-04-19,0.0145
5822447,2024-04-18,0.0146
5822447,2024-04-17,0.0146
5822447,2024-04-16,0.0148
5822447,2024-04-15,0.0149
5822447,2024-04-14,0.0149
5822447,2024-04-13,0.0148
5822447,2024-04-12,0.0147
5822447,2024-04-11,0.0147
5822447,2024-04-10,0.0148
5822447,2024-04-09,0.0148
5822447,2024-04-08,0.0154
5822447,2024-04-07,0.0153
5822447,2024-04-06,0.0157
5822447,2024-04-05,0.0161
5822447,2024-04-04,0.0164
5822447,2024-04-03,0.0165
5822447,2024-04-02,0.0168
5822447,2024-04-01,0.0178
5822447,2024-03-31,0.02
5822447,2024-03-30,0.0203
5822447,2024-03-29,0.0203
5822447,2024-03-28,0.0196
5822447,2024-03-27,0.0184
5822447,2024-03-26,0.0176
5822447,2024-03-25,0.0177
5822447,2024-03-24,0.0175
5822447,2024-03-23,0.0174
5822447,2024-03-22,0.0172
5822447,2024-03-21,0.0175
5822447,2024-03-20,0.0182
5822447,2024-03-19,0.0188
5822447,2024-03-18,0.0188
5822447,2024-03-17,0.0189
5822447,2024-03-16,0.0189
5822447,2024-03-15,0.0189
5822447,2024-03-14,0.019
5822447,2024-03-13,0.0189
5822447,2024-03-12,0.0188
5822447,2024-03-11,0.0189
5822447,2024-03-10,0.0189
5822447,2024-03-09,0.0202
5822447,2024-03-08,0.0202
5822447,2024-03-07,0.0198
5822447,2024-03-06,0.0197
5822447,2024-03-05,0.0197
5822447,2024-03-04,0.0196
5822447,2024-03-03,0.0193
5822447,2024-03-02,0.0198
5822447,2024-03-01,0.0204
5822447,2024-02-29,0.0202
5822447,2024-02-28,0.0199
5822447,2024-02-27,0.0199
5822447,2024-02-26,0.0197
5822447,2024-02-25,0.019
5822447,2024-02-24,0.0202
5822447,2024-02-23,0.021
5822447,2024-02-22,0.022
5822447,2024-02-21,0.0242
5822447,2024-02-20,0.0246
5822447,2024-02-19,0.0248
5822447,2024-02-18,0.0249
5822447,2024-02-17,0.0252
5822447,2024-02-16,0.0252
5822447,2024-02-15,0.0244
5822447,2024-02-14,0.0246
5822447,2024-02-13,0.0245
5822447,2024-02-12,0.0245
5822447,2024-02-11,0.0245
5822447,2024-02-10,0.0244
5822447,2024-02-09,0.0242
5822447,2024-02-08,0.0242
5822447,2024-02-07,0.0242
5822447,2024-02-06,0.0241
5822447,2024-02-05,0.024
5822447,2024-02-04,0.0236
5822447,2024-02-03,0.0234
5822447,2024-02-02,0.024
5822447,2024-02-01,0.0261
5822447,2024-01-31,0.029
5822447,2024-01-30,0.0313
5822447,2024-01-29,0.0327
5822447,2024-01-28,0.0341
5822447,2024-01-27,0.0366
5822447,2024-01-26,0.0374
5822447,2024-01-25,0.0377
5822447,2024-01-24,0.0359
5822447,2024-01-23,0.035
5822447,2024-01-22,0.0345
5822447,2024-01-21,0.0346
5822447,2024-01-20,0.0352
5822447,2024-01-19,0.0367
5822447,2024-01-18,0.0369
5822447,2024-01-17,0.037
5822447,2024-01-16,0.0381
5822447,2024-01-15,0.0386
5822447,2024-01-14,0.0389
5822447,2024-01-13,0.0389
5822447,2024-01-12,0.039
5822447,2024-01-11,0.039
5822447,2024-01-10,0.0388
5822447,2024-01-09,0.0384
5822447,2024-01-08,0.0384
5822447,2024-01-07,0.0379
5822447,2024-01-06,0.038
5822447,2024-01-05,0.038
5822447,2024-01-04,0.038
5822447,2024-01-03,0.038
5822447,2024-01-02,0.0381
5822447,2024-01-01,0.0381
5822447,2023-12-31,0.0382
5822447,2023-12-30,0.0385
5822447,2023-12-29,0.0389
5822447,2023-12-28,0.0394
5822447,2023-12-27,0.0398
5822447,2023-12-26,0.0421
5822447,2023-12-25,0.0439
5822447,2023-12-24,0.0438
5822447,2023-12-23,0.0437
5822447,2023-12-22,0.0437
5822447,2023-12-21,0.0437
5822447,2023-12-20,0.0438
5822447,2023-12-19,0.0439
5822447,2023-12-18,0.0452
5822447,2023-12-17,0.0457
5822447,2023-12-16,0.0447
5822447,2023-12-15,0.0441
5822447,2023-12-14,0.0432
5822447,2023-12-13,0.0412
5822447,2023-12-12,0.0404
5822447,2023-12-11,0.0394
5822447,2023-12-10,0.0391
5822447,2023-12-09,0.0391
5822447,2023-12-08,0.0391
5822447,2023-12-07,0.0387
5822447,2023-12-06,0.0381
5822447,2023-12-05,0.0369
5822447,2023-12-04,0.0362
5822447,2023-12-03,0.035
5822447,2023-12-02,0.0339
5822447,2023-12-01,0.0327
5822447,2023-11-30,0.032
5822447,2023-11-29,0.032
5822447,2023-11-28,0.032
5822447,2023-11-27,0.032
5822447,2023-11-26,0.032
5822447,2023-11-25,0.0321
5822447,2023-11-24,0.032
5822447,2023-11-23,0.032
5822447,2023-11-22,0.0319
5822447,2023-11-21,0.0321
5822447,2023-11-20,0.0322
5822447,2023-11-19,0.032
5822447,2023-11-18,0.0319
5822447,2023-11-17,0.0318
5822447,2023-11-16,0.0318
5822447,2023-11-15,0.0315
5822447,2023-11-14,0.0312
5822447,2023-11-13,0.0307
5822447,2023-11-12,0.0302
5822447,2023-11-11,0.0262
5822447,2023-11-10,0.0215
5822447,2023-11-09,0.0208
5822447,2023-11-08,0.0204
5822447,2023-11-07,0.0205
5822447,2023-11-06,0.0205
5822447,2023-11-05,0.0207
5822447,2023-11-04,0.0208
5822447,2023-11-03,0.0184
5822447,2023-11-02,0.0151
5822447,2023-11-01,0.0152
5822447,2023-10-31,0.015
5822447,2023-10-30,0.015
5822447,2023-10-29,0.0149
5822447,2023-10-28,0.0143
5822447,2023-10-27,0.0142
5822447,2023-10-26,0.0142
5822447,2023-10-25,0.0142
5822447,2023-10-24,0.0142
5822447,2023-10-23,0.014
5822447,2023-10-22,0.014
5822447,2023-10-21,0.0135
5822447,2023-10-20,0.0133
5822447,2023-10-19,0.0133
5822447,2023-10-18,0.0133
5822447,2023-10-17,0.0133
5822447,2023-10-16,0.0132
5822447,2023-10-15,0.0133
5822447,2023-10-14,0.0137
5822447,2023-10-13,0.0141
5822447,2023-10-12,0.0139
5822447,2023-10-11,0.0136
5822447,2023-10-10,0.0136
5822447,2023-10-09,0.0133
5822447,2023-10-08,0.0134
5822447,2023-10-07,0.013
5822447,2023-10-06,0.0127
5822447,2023-10-05,0.0131
5822447,2023-10-04,0.0135
5822447,2023-10-03,0.0138
5822447,2023-10-02,0.0141
5822447,2023-10-01,0.0142
5822447,2023-09-30,0.0142
5822447,2023-09-29,0.0142
5822447,2023-09-28,0.0141
5822447,2023-09-27,0.0141
5822447,2023-09-26,0.0142
5822447,2023-09-25,0.0142
5822447,2023-09-24,0.0143
5822447,2023-09-23,0.0145
5822447,2023-09-22,0.0145
5822447,2023-09-21,0.0145
5822447,2023-09-20,0.0145
5822447,2023-09-19,0.0146
5822447,2023-09-18,0.0148
5822447,2023-09-17,0.0148
5822447,2023-09-16,0.0147
5822447,2023-09-15,0.0149
5822447,2023-09-14,0.0147
5822447,2023-09-13,0.0149
5822447,2023-09-12,0.0152
5822447,2023-09-11,0.0148
5822447,2023-09-10,0.0147
5822447,2023-09-09,0.0147
5822447,2023-09-08,0.0147
5822447,2023-09-07,0.0141
5822447,2023-09-06,0.0142
5822447,2023-09-05,0.0142
5822447,2023-09-04,0.0137
5822447,2023-09-03,0.0134
5822447,2023-09-02,0.0132
5822447,2023-09-01,0.0129
5822447,2023-08-31,0.0128
5822447,2023-08-30,0.0129
5822447,2023-08-29,0.0133
5822447,2023-08-28,0.0144
5822447,2023-08-27,0.0148
5822447,2023-08-26,0.0148
5822447,2023-08-25,0.0149
5822447,2023-08-24,0.0149
5822447,2023-08-23,0.015
5822447,2023-08-22,0.0159
5822447,2023-08-21,0.0163
5822447,2023-08-20,0.0165
5822447,2023-08-19,0.0168
5822447,2023-08-18,0.0174
5822447,2023-08-17,0.0187
5822447,2023-08-16,0.0192
5822447,2023-08-15,0.0195
5822447,2023-08-14,0.0195
5822447,2023-08-13,0.0197
5822447,2023-08-12,0.0196
5822447,2023-08-11,0.0196
5822447,2023-08-10,0.02
5822447,2023-08-09,0.0209
5822447,2023-08-08,0.022
5822447,2023-08-07,0.0222
5822447,2023-08-06,0.0226
5822447,2023-08-05,0.0232
5822447,2023-08-04,0.0234
5822447,2023-08-03,0.0242
5822447,2023-08-02,0.0242
5822447,2023-08-01,0.0247
5822447,2023-07-31,0.0249
5822447,2023-07-30,0.0251
5822447,2023-07-29,0.0249
5822447,2023-07-28,0.0249
5822447,2023-07-27,0.0261
5822447,2023-07-26,0.0261
5822447,2023-07-25,0.0264
5822447,2023-07-24,0.0263
5822447,2023-07-23,0.0261
5822447,2023-07-22,0.0262
5822447,2023-07-21,0.027
5822447,2023-07-20,0.0284
5822447,2023-07-19,0.0286
5822447,2023-07-18,0.0289
5822447,2023-07-17,0.0294
5822447,2023-07-16,0.03
5822447,2023-07-15,0.0299
5822447,2023-07-14,0.0294
5822447,2023-07-13,0.0293
5822447,2023-07-12,0.0294
5822447,2023-07-11,0.0294
5822447,2023-07-10,0.0292
5822447,2023-07-09,0.0287
5822447,2023-07-08,0.0277
5822447,2023-07-07,0.0268
5822447,2023-07-06,0.0262
5822447,2023-07-05,0.0253
5822447,2023-07-04,0.0237
5822447,2023-07-03,0.0212
5822447,2023-07-02,0.0193
5822447,2023-07-01,0.0182
5822447,2023-06-30,0.0179
5822447,2023-06-29,0.0167
5822447,2023-06-28,0.0162
5822447,2023-06-27,0.016
5822447,2023-06-26,0.0164
5822447,2023-06-25,0.0174
5822447,2023-06-24,0.0189
5822447,2023-06-23,0.0202
5822447,2023-06-22,0.0216
5822447,2023-06-21,0.0228
5822447,2023-06-20,0.0239
5822447,2023-06-19,0.0246
5822447,2023-06-18,0.0257
5822447,2023-06-17,0.0259
5822447,2023-06-16,0.0263
5822447,2023-06-15,0.0263
