Common Name,Official MSA Name,parcl_id,date,pct_gross_yield_single_family,investor_purchase_to_sale_ratio_all_properties
New York,New York-Newark-Jersey City,2900187,2024-01-01,5.83,1.55
New York,New York-Newark-Jersey City,2900187,2023-12-01,6.28,1.52
New York,New York-Newark-Jersey City,2900187,2023-11-01,6.18,1.41
New York,New York-Newark-Jersey City,2900187,2023-10-01,5.66,1.54
New York,New York-Newark-Jersey City,2900187,2023-09-01,5.84,1.4
New York,New York-Newark-Jersey City,2900187,2023-08-01,6.47,1.49
New York,New York-Newark-Jersey City,2900187,2023-07-01,6.46,1.47
New York,New York-Newark-Jersey City,2900187,2023-06-01,6.37,1.45
New York,New York-Newark-Jersey City,2900187,2023-05-01,6.0,1.41
New York,New York-Newark-Jersey City,2900187,2023-04-01,5.96,1.56
New York,New York-Newark-Jersey City,2900187,2023-03-01,6.05,1.46
New York,New York-Newark-Jersey City,2900187,2023-02-01,5.92,1.54
New York,New York-Newark-Jersey City,2900187,2023-01-01,6.2,1.53
New York,New York-Newark-Jersey City,2900187,2022-12-01,6.97,1.4
New York,New York-Newark-Jersey City,2900187,2022-11-01,6.53,1.54
New York,New York-Newark-Jersey City,2900187,2022-10-01,6.2,1.4
New York,New York-Newark-Jersey City,2900187,2022-09-01,6.46,1.39
New York,New York-Newark-Jersey City,2900187,2022-08-01,7.0,1.52
New York,New York-Newark-Jersey City,2900187,2022-07-01,6.3,1.57
New York,New York-Newark-Jersey City,2900187,2022-06-01,6.0,1.37
New York,New York-Newark-Jersey City,2900187,2022-05-01,5.61,1.35
New York,New York-Newark-Jersey City,2900187,2022-04-01,5.46,1.36
New York,New York-Newark-Jersey City,2900187,2022-03-01,5.57,1.39
New York,New York-Newark-Jersey City,2900187,2022-02-01,5.22,1.44
New York,New York-Newark-Jersey City,2900187,2022-01-01,5.12,1.39
New York,New York-Newark-Jersey City,2900187,2021-12-01,5.15,1.36
New York,New York-Newark-Jersey City,2900187,2021-11-01,5.3,1.36
New York,New York-Newark-Jersey City,2900187,2021-10-01,5.13,1.31
New York,New York-Newark-Jersey City,2900187,2021-09-01,4.87,1.28
New York,New York-Newark-Jersey City,2900187,2021-08-01,5.14,1.22
New York,New York-Newark-Jersey City,2900187,2021-07-01,5.32,1.19
New York,New York-Newark-Jersey City,2900187,2021-06-01,4.97,1.16
New York,New York-Newark-Jersey City,2900187,2021-05-01,5.08,1.17
New York,New York-Newark-Jersey City,2900187,2021-04-01,4.8,1.09
New York,New York-Newark-Jersey City,2900187,2021-03-01,5.35,1.11
New York,New York-Newark-Jersey City,2900187,2021-02-01,5.76,1.11
New York,New York-Newark-Jersey City,2900187,2021-01-01,5.24,1.2
New York,New York-Newark-Jersey City,2900187,2020-12-01,5.52,1.18
New York,New York-Newark-Jersey City,2900187,2020-11-01,6.34,1.2
New York,New York-Newark-Jersey City,2900187,2020-10-01,5.37,1.46
New York,New York-Newark-Jersey City,2900187,2020-09-01,5.17,1.11
New York,New York-Newark-Jersey City,2900187,2020-08-01,5.91,1.11
New York,New York-Newark-Jersey City,2900187,2020-07-01,6.4,1.12
New York,New York-Newark-Jersey City,2900187,2020-06-01,6.43,1.05
New York,New York-Newark-Jersey City,2900187,2020-05-01,7.12,0.94
New York,New York-Newark-Jersey City,2900187,2020-04-01,7.2,0.93
New York,New York-Newark-Jersey City,2900187,2020-03-01,6.55,1.35
New York,New York-Newark-Jersey City,2900187,2020-02-01,6.64,1.39
New York,New York-Newark-Jersey City,2900187,2020-01-01,6.57,1.4
New York,New York-Newark-Jersey City,2900187,2019-12-01,7.85,1.27
New York,New York-Newark-Jersey City,2900187,2019-11-01,7.27,1.45
New York,New York-Newark-Jersey City,2900187,2019-10-01,6.76,1.35
New York,New York-Newark-Jersey City,2900187,2019-09-01,6.73,1.35
New York,New York-Newark-Jersey City,2900187,2019-08-01,7.84,1.36
New York,New York-Newark-Jersey City,2900187,2019-07-01,7.36,1.44
New York,New York-Newark-Jersey City,2900187,2019-06-01,7.26,1.37
New York,New York-Newark-Jersey City,2900187,2019-05-01,6.84,1.44
New York,New York-Newark-Jersey City,2900187,2019-04-01,6.99,1.44
New York,New York-Newark-Jersey City,2900187,2019-03-01,6.61,1.51
New York,New York-Newark-Jersey City,2900187,2019-02-01,6.01,1.57
Los Angeles,Los Angeles-Long Beach-Anaheim,2900078,2024-01-01,4.21,0.4
Los Angeles,Los Angeles-Long Beach-Anaheim,2900078,2023-12-01,4.53,0.48
Los Angeles,Los Angeles-Long Beach-Anaheim,2900078,2023-11-01,4.42,0.41
Los Angeles,Los Angeles-Long Beach-Anaheim,2900078,2023-10-01,4.37,0.43
Los Angeles,Los Angeles-Long Beach-Anaheim,2900078,2023-09-01,4.24,0.56
Los Angeles,Los Angeles-Long Beach-Anaheim,2900078,2023-08-01,4.43,0.42
Los Angeles,Los Angeles-Long Beach-Anaheim,2900078,2023-07-01,4.35,0.42
Los Angeles,Los Angeles-Long Beach-Anaheim,2900078,2023-06-01,4.29,0.39
Los Angeles,Los Angeles-Long Beach-Anaheim,2900078,2023-05-01,4.57,0.38
Los Angeles,Los Angeles-Long Beach-Anaheim,2900078,2023-04-01,4.4,0.4
Los Angeles,Los Angeles-Long Beach-Anaheim,2900078,2023-03-01,4.53,0.41
Los Angeles,Los Angeles-Long Beach-Anaheim,2900078,2023-02-01,4.39,0.38
Los Angeles,Los Angeles-Long Beach-Anaheim,2900078,2023-01-01,4.64,0.45
Los Angeles,Los Angeles-Long Beach-Anaheim,2900078,2022-12-01,4.87,0.47
Los Angeles,Los Angeles-Long Beach-Anaheim,2900078,2022-11-01,4.56,0.43
Los Angeles,Los Angeles-Long Beach-Anaheim,2900078,2022-10-01,4.67,0.42
Los Angeles,Los Angeles-Long Beach-Anaheim,2900078,2022-09-01,4.81,0.43
Los Angeles,Los Angeles-Long Beach-Anaheim,2900078,2022-08-01,4.81,0.4
Los Angeles,Los Angeles-Long Beach-Anaheim,2900078,2022-07-01,4.8,0.43
Los Angeles,Los Angeles-Long Beach-Anaheim,2900078,2022-06-01,4.67,0.43
Los Angeles,Los Angeles-Long Beach-Anaheim,2900078,2022-05-01,4.54,0.38
Los Angeles,Los Angeles-Long Beach-Anaheim,2900078,2022-04-01,4.67,0.38
Los Angeles,Los Angeles-Long Beach-Anaheim,2900078,2022-03-01,4.5,0.34
Los Angeles,Los Angeles-Long Beach-Anaheim,2900078,2022-02-01,4.55,0.35
Los Angeles,Los Angeles-Long Beach-Anaheim,2900078,2022-01-01,4.52,0.34
Los Angeles,Los Angeles-Long Beach-Anaheim,2900078,2021-12-01,4.84,0.36
Los Angeles,Los Angeles-Long Beach-Anaheim,2900078,2021-11-01,4.86,0.31
Los Angeles,Los Angeles-Long Beach-Anaheim,2900078,2021-10-01,4.67,0.3
Los Angeles,Los Angeles-Long Beach-Anaheim,2900078,2021-09-01,4.85,0.29
Los Angeles,Los Angeles-Long Beach-Anaheim,2900078,2021-08-01,4.63,0.29
Los Angeles,Los Angeles-Long Beach-Anaheim,2900078,2021-07-01,4.05,0.28
Los Angeles,Los Angeles-Long Beach-Anaheim,2900078,2021-06-01,3.9,0.25
Los Angeles,Los Angeles-Long Beach-Anaheim,2900078,2021-05-01,3.74,0.21
Los Angeles,Los Angeles-Long Beach-Anaheim,2900078,2021-04-01,3.66,0.19
Los Angeles,Los Angeles-Long Beach-Anaheim,2900078,2021-03-01,3.87,0.2
Los Angeles,Los Angeles-Long Beach-Anaheim,2900078,2021-02-01,3.94,0.15
Los Angeles,Los Angeles-Long Beach-Anaheim,2900078,2021-01-01,3.73,1.5
Los Angeles,Los Angeles-Long Beach-Anaheim,2900078,2020-12-01,4.64,1.4
Los Angeles,Los Angeles-Long Beach-Anaheim,2900078,2020-11-01,4.31,1.15
Los Angeles,Los Angeles-Long Beach-Anaheim,2900078,2020-10-01,4.35,1.13
Los Angeles,Los Angeles-Long Beach-Anaheim,2900078,2020-09-01,4.29,1.27
Los Angeles,Los Angeles-Long Beach-Anaheim,2900078,2020-08-01,4.29,1.45
Los Angeles,Los Angeles-Long Beach-Anaheim,2900078,2020-07-01,4.48,1.47
Los Angeles,Los Angeles-Long Beach-Anaheim,2900078,2020-06-01,4.23,1.22
Los Angeles,Los Angeles-Long Beach-Anaheim,2900078,2020-05-01,4.44,1.35
Los Angeles,Los Angeles-Long Beach-Anaheim,2900078,2020-04-01,4.64,1.03
Los Angeles,Los Angeles-Long Beach-Anaheim,2900078,2020-03-01,4.8,1.29
Los Angeles,Los Angeles-Long Beach-Anaheim,2900078,2020-02-01,4.95,1.53
Los Angeles,Los Angeles-Long Beach-Anaheim,2900078,2020-01-01,4.5,1.6
Los Angeles,Los Angeles-Long Beach-Anaheim,2900078,2019-12-01,5.02,1.52
Los Angeles,Los Angeles-Long Beach-Anaheim,2900078,2019-11-01,4.97,1.56
Los Angeles,Los Angeles-Long Beach-Anaheim,2900078,2019-10-01,5.33,1.58
Los Angeles,Los Angeles-Long Beach-Anaheim,2900078,2019-09-01,5.03,1.61
Los Angeles,Los Angeles-Long Beach-Anaheim,2900078,2019-08-01,4.66,1.52
Los Angeles,Los Angeles-Long Beach-Anaheim,2900078,2019-07-01,5.12,1.62
Los Angeles,Los Angeles-Long Beach-Anaheim,2900078,2019-06-01,4.8,1.66
Los Angeles,Los Angeles-Long Beach-Anaheim,2900078,2019-05-01,5.34,1.58
Los Angeles,Los Angeles-Long Beach-Anaheim,2900078,2019-04-01,5.0,1.65
Los Angeles,Los Angeles-Long Beach-Anaheim,2900078,2019-03-01,5.0,1.67
Los Angeles,Los Angeles-Long Beach-Anaheim,2900078,2019-02-01,4.9,1.8
Chicago,Chicago-Naperville-Elgin,2899845,2024-01-01,7.76,1.06
Chicago,Chicago-Naperville-Elgin,2899845,2023-12-01,8.5,0.95
Chicago,Chicago-Naperville-Elgin,2899845,2023-11-01,8.12,0.98
Chicago,Chicago-Naperville-Elgin,2899845,2023-10-01,7.59,0.97
Chicago,Chicago-Naperville-Elgin,2899845,2023-09-01,7.76,0.88
Chicago,Chicago-Naperville-Elgin,2899845,2023-08-01,7.86,0.8
Chicago,Chicago-Naperville-Elgin,2899845,2023-07-01,7.72,0.72
Chicago,Chicago-Naperville-Elgin,2899845,2023-06-01,7.72,0.78
Chicago,Chicago-Naperville-Elgin,2899845,2023-05-01,7.72,0.78
Chicago,Chicago-Naperville-Elgin,2899845,2023-04-01,7.56,0.79
Chicago,Chicago-Naperville-Elgin,2899845,2023-03-01,7.86,0.94
Chicago,Chicago-Naperville-Elgin,2899845,2023-02-01,7.94,0.88
Chicago,Chicago-Naperville-Elgin,2899845,2023-01-01,8.38,0.98
Chicago,Chicago-Naperville-Elgin,2899845,2022-12-01,9.44,0.88
Chicago,Chicago-Naperville-Elgin,2899845,2022-11-01,8.82,0.84
Chicago,Chicago-Naperville-Elgin,2899845,2022-10-01,8.26,0.87
Chicago,Chicago-Naperville-Elgin,2899845,2022-09-01,8.55,0.84
Chicago,Chicago-Naperville-Elgin,2899845,2022-08-01,8.28,0.83
Chicago,Chicago-Naperville-Elgin,2899845,2022-07-01,8.07,0.76
Chicago,Chicago-Naperville-Elgin,2899845,2022-06-01,7.79,0.73
Chicago,Chicago-Naperville-Elgin,2899845,2022-05-01,7.55,0.72
Chicago,Chicago-Naperville-Elgin,2899845,2022-04-01,7.43,0.75
Chicago,Chicago-Naperville-Elgin,2899845,2022-03-01,7.65,0.87
Chicago,Chicago-Naperville-Elgin,2899845,2022-02-01,7.6,0.83
Chicago,Chicago-Naperville-Elgin,2899845,2022-01-01,7.98,0.84
Chicago,Chicago-Naperville-Elgin,2899845,2021-12-01,8.71,0.69
Chicago,Chicago-Naperville-Elgin,2899845,2021-11-01,8.87,0.68
Chicago,Chicago-Naperville-Elgin,2899845,2021-10-01,8.19,0.64
Chicago,Chicago-Naperville-Elgin,2899845,2021-09-01,8.0,0.62
Chicago,Chicago-Naperville-Elgin,2899845,2021-08-01,7.79,0.59
Chicago,Chicago-Naperville-Elgin,2899845,2021-07-01,8.3,0.62
Chicago,Chicago-Naperville-Elgin,2899845,2021-06-01,7.5,0.52
Chicago,Chicago-Naperville-Elgin,2899845,2021-05-01,7.74,0.63
Chicago,Chicago-Naperville-Elgin,2899845,2021-04-01,7.73,0.71
Chicago,Chicago-Naperville-Elgin,2899845,2021-03-01,7.55,0.71
Chicago,Chicago-Naperville-Elgin,2899845,2021-02-01,6.97,0.71
Chicago,Chicago-Naperville-Elgin,2899845,2021-01-01,7.61,1.5
Chicago,Chicago-Naperville-Elgin,2899845,2020-12-01,7.87,1.24
Chicago,Chicago-Naperville-Elgin,2899845,2020-11-01,8.12,1.22
Chicago,Chicago-Naperville-Elgin,2899845,2020-10-01,7.5,1.17
Chicago,Chicago-Naperville-Elgin,2899845,2020-09-01,7.7,1.04
Chicago,Chicago-Naperville-Elgin,2899845,2020-08-01,7.58,0.99
Chicago,Chicago-Naperville-Elgin,2899845,2020-07-01,7.94,1.01
Chicago,Chicago-Naperville-Elgin,2899845,2020-06-01,7.84,1.02
Chicago,Chicago-Naperville-Elgin,2899845,2020-05-01,8.3,0.92
Chicago,Chicago-Naperville-Elgin,2899845,2020-04-01,8.15,0.81
Chicago,Chicago-Naperville-Elgin,2899845,2020-03-01,8.05,1.22
Chicago,Chicago-Naperville-Elgin,2899845,2020-02-01,7.86,1.54
Chicago,Chicago-Naperville-Elgin,2899845,2020-01-01,7.86,1.62
Chicago,Chicago-Naperville-Elgin,2899845,2019-12-01,8.6,1.52
Chicago,Chicago-Naperville-Elgin,2899845,2019-11-01,8.61,1.52
Chicago,Chicago-Naperville-Elgin,2899845,2019-10-01,8.8,1.48
Chicago,Chicago-Naperville-Elgin,2899845,2019-09-01,8.79,1.45
Chicago,Chicago-Naperville-Elgin,2899845,2019-08-01,8.75,1.27
Chicago,Chicago-Naperville-Elgin,2899845,2019-07-01,8.22,1.24
Chicago,Chicago-Naperville-Elgin,2899845,2019-06-01,8.36,1.2
Chicago,Chicago-Naperville-Elgin,2899845,2019-05-01,8.37,1.33
Chicago,Chicago-Naperville-Elgin,2899845,2019-04-01,7.55,1.39
Chicago,Chicago-Naperville-Elgin,2899845,2019-03-01,8.0,1.46
Chicago,Chicago-Naperville-Elgin,2899845,2019-02-01,7.2,1.57
Dallas,Dallas-Fort Worth-Arlington,2899734,2024-01-01,5.85,1.18
Dallas,Dallas-Fort Worth-Arlington,2899734,2023-12-01,6.14,1.12
Dallas,Dallas-Fort Worth-Arlington,2899734,2023-11-01,5.93,1.17
Dallas,Dallas-Fort Worth-Arlington,2899734,2023-10-01,5.78,1.17
Dallas,Dallas-Fort Worth-Arlington,2899734,2023-09-01,5.92,1.13
Dallas,Dallas-Fort Worth-Arlington,2899734,2023-08-01,5.93,1.07
Dallas,Dallas-Fort Worth-Arlington,2899734,2023-07-01,5.97,0.98
Dallas,Dallas-Fort Worth-Arlington,2899734,2023-06-01,5.72,1.01
Dallas,Dallas-Fort Worth-Arlington,2899734,2023-05-01,5.64,0.91
Dallas,Dallas-Fort Worth-Arlington,2899734,2023-04-01,5.63,0.86
Dallas,Dallas-Fort Worth-Arlington,2899734,2023-03-01,5.61,0.9
Dallas,Dallas-Fort Worth-Arlington,2899734,2023-02-01,5.97,0.82
Dallas,Dallas-Fort Worth-Arlington,2899734,2023-01-01,5.99,1.01
Dallas,Dallas-Fort Worth-Arlington,2899734,2022-12-01,6.22,1.09
Dallas,Dallas-Fort Worth-Arlington,2899734,2022-11-01,6.14,1.14
Dallas,Dallas-Fort Worth-Arlington,2899734,2022-10-01,5.77,1.01
Dallas,Dallas-Fort Worth-Arlington,2899734,2022-09-01,6.11,1.1
Dallas,Dallas-Fort Worth-Arlington,2899734,2022-08-01,6.07,1.2
Dallas,Dallas-Fort Worth-Arlington,2899734,2022-07-01,5.84,1.33
Dallas,Dallas-Fort Worth-Arlington,2899734,2022-06-01,5.46,1.3
Dallas,Dallas-Fort Worth-Arlington,2899734,2022-05-01,5.41,1.22
Dallas,Dallas-Fort Worth-Arlington,2899734,2022-04-01,5.5,1.13
Dallas,Dallas-Fort Worth-Arlington,2899734,2022-03-01,5.98,0.99
Dallas,Dallas-Fort Worth-Arlington,2899734,2022-02-01,6.16,1.05
Dallas,Dallas-Fort Worth-Arlington,2899734,2022-01-01,6.41,0.95
Dallas,Dallas-Fort Worth-Arlington,2899734,2021-12-01,6.75,1.0
Dallas,Dallas-Fort Worth-Arlington,2899734,2021-11-01,6.46,0.99
Dallas,Dallas-Fort Worth-Arlington,2899734,2021-10-01,6.38,1.09
Dallas,Dallas-Fort Worth-Arlington,2899734,2021-09-01,6.25,1.04
Dallas,Dallas-Fort Worth-Arlington,2899734,2021-08-01,6.36,1.12
Dallas,Dallas-Fort Worth-Arlington,2899734,2021-07-01,6.24,1.02
Dallas,Dallas-Fort Worth-Arlington,2899734,2021-06-01,6.01,1.0
Dallas,Dallas-Fort Worth-Arlington,2899734,2021-05-01,6.11,0.93
Dallas,Dallas-Fort Worth-Arlington,2899734,2021-04-01,5.9,0.9
Dallas,Dallas-Fort Worth-Arlington,2899734,2021-03-01,6.27,0.81
Dallas,Dallas-Fort Worth-Arlington,2899734,2021-02-01,6.41,0.81
Dallas,Dallas-Fort Worth-Arlington,2899734,2021-01-01,6.63,1.36
Dallas,Dallas-Fort Worth-Arlington,2899734,2020-12-01,6.96,1.29
Dallas,Dallas-Fort Worth-Arlington,2899734,2020-11-01,7.24,1.23
Dallas,Dallas-Fort Worth-Arlington,2899734,2020-10-01,6.8,1.17
Dallas,Dallas-Fort Worth-Arlington,2899734,2020-09-01,6.48,1.21
Dallas,Dallas-Fort Worth-Arlington,2899734,2020-08-01,6.9,1.24
Dallas,Dallas-Fort Worth-Arlington,2899734,2020-07-01,6.62,1.06
Dallas,Dallas-Fort Worth-Arlington,2899734,2020-06-01,6.94,1.23
Dallas,Dallas-Fort Worth-Arlington,2899734,2020-05-01,6.8,1.0
Dallas,Dallas-Fort Worth-Arlington,2899734,2020-04-01,7.27,0.96
Dallas,Dallas-Fort Worth-Arlington,2899734,2020-03-01,6.95,1.27
Dallas,Dallas-Fort Worth-Arlington,2899734,2020-02-01,7.16,1.31
Dallas,Dallas-Fort Worth-Arlington,2899734,2020-01-01,6.95,1.53
Dallas,Dallas-Fort Worth-Arlington,2899734,2019-12-01,7.2,1.31
Dallas,Dallas-Fort Worth-Arlington,2899734,2019-11-01,7.27,1.33
Dallas,Dallas-Fort Worth-Arlington,2899734,2019-10-01,6.9,1.48
Dallas,Dallas-Fort Worth-Arlington,2899734,2019-09-01,7.08,1.47
Dallas,Dallas-Fort Worth-Arlington,2899734,2019-08-01,7.14,1.35
Dallas,Dallas-Fort Worth-Arlington,2899734,2019-07-01,6.99,1.33
Dallas,Dallas-Fort Worth-Arlington,2899734,2019-06-01,7.14,1.38
Dallas,Dallas-Fort Worth-Arlington,2899734,2019-05-01,6.92,1.22
Dallas,Dallas-Fort Worth-Arlington,2899734,2019-04-01,6.78,1.38
Dallas,Dallas-Fort Worth-Arlington,2899734,2019-03-01,6.71,1.29
Dallas,Dallas-Fort Worth-Arlington,2899734,2019-02-01,6.64,1.55
Houston,Houston-Pasadena-The Woodlands,2899967,2024-01-01,6.29,1.22
Houston,Houston-Pasadena-The Woodlands,2899967,2023-12-01,6.45,1.26
Houston,Houston-Pasadena-The Woodlands,2899967,2023-11-01,6.19,1.19
Houston,Houston-Pasadena-The Woodlands,2899967,2023-10-01,6.23,1.39
Houston,Houston-Pasadena-The Woodlands,2899967,2023-09-01,6.18,1.37
Houston,Houston-Pasadena-The Woodlands,2899967,2023-08-01,6.34,1.16
Houston,Houston-Pasadena-The Woodlands,2899967,2023-07-01,6.3,1.11
Houston,Houston-Pasadena-The Woodlands,2899967,2023-06-01,6.15,1.16
Houston,Houston-Pasadena-The Woodlands,2899967,2023-05-01,6.1,1.0
Houston,Houston-Pasadena-The Woodlands,2899967,2023-04-01,6.08,1.05
Houston,Houston-Pasadena-The Woodlands,2899967,2023-03-01,6.17,1.02
Houston,Houston-Pasadena-The Woodlands,2899967,2023-02-01,6.28,1.08
Houston,Houston-Pasadena-The Woodlands,2899967,2023-01-01,6.33,1.41
Houston,Houston-Pasadena-The Woodlands,2899967,2022-12-01,6.59,1.17
Houston,Houston-Pasadena-The Woodlands,2899967,2022-11-01,6.6,1.19
Houston,Houston-Pasadena-The Woodlands,2899967,2022-10-01,6.15,1.29
Houston,Houston-Pasadena-The Woodlands,2899967,2022-09-01,6.34,1.14
Houston,Houston-Pasadena-The Woodlands,2899967,2022-08-01,6.41,1.25
Houston,Houston-Pasadena-The Woodlands,2899967,2022-07-01,6.37,1.36
Houston,Houston-Pasadena-The Woodlands,2899967,2022-06-01,6.11,1.43
Houston,Houston-Pasadena-The Woodlands,2899967,2022-05-01,5.78,1.29
Houston,Houston-Pasadena-The Woodlands,2899967,2022-04-01,5.64,1.12
Houston,Houston-Pasadena-The Woodlands,2899967,2022-03-01,5.68,1.16
Houston,Houston-Pasadena-The Woodlands,2899967,2022-02-01,5.99,1.14
Houston,Houston-Pasadena-The Woodlands,2899967,2022-01-01,6.02,1.25
Houston,Houston-Pasadena-The Woodlands,2899967,2021-12-01,6.46,1.02
Houston,Houston-Pasadena-The Woodlands,2899967,2021-11-01,6.2,1.12
Houston,Houston-Pasadena-The Woodlands,2899967,2021-10-01,6.07,1.19
Houston,Houston-Pasadena-The Woodlands,2899967,2021-09-01,6.05,1.37
Houston,Houston-Pasadena-The Woodlands,2899967,2021-08-01,6.37,1.2
Houston,Houston-Pasadena-The Woodlands,2899967,2021-07-01,6.02,1.2
Houston,Houston-Pasadena-The Woodlands,2899967,2021-06-01,6.0,1.03
Houston,Houston-Pasadena-The Woodlands,2899967,2021-05-01,5.97,0.95
Houston,Houston-Pasadena-The Woodlands,2899967,2021-04-01,6.18,0.93
Houston,Houston-Pasadena-The Woodlands,2899967,2021-03-01,6.09,0.94
Houston,Houston-Pasadena-The Woodlands,2899967,2021-02-01,6.41,0.87
Houston,Houston-Pasadena-The Woodlands,2899967,2021-01-01,6.38,1.42
Houston,Houston-Pasadena-The Woodlands,2899967,2020-12-01,6.97,1.38
Houston,Houston-Pasadena-The Woodlands,2899967,2020-11-01,6.62,1.28
Houston,Houston-Pasadena-The Woodlands,2899967,2020-10-01,6.71,1.17
Houston,Houston-Pasadena-The Woodlands,2899967,2020-09-01,7.11,1.31
Houston,Houston-Pasadena-The Woodlands,2899967,2020-08-01,6.93,1.2
Houston,Houston-Pasadena-The Woodlands,2899967,2020-07-01,6.98,1.13
Houston,Houston-Pasadena-The Woodlands,2899967,2020-06-01,6.67,1.16
Houston,Houston-Pasadena-The Woodlands,2899967,2020-05-01,6.98,1.13
Houston,Houston-Pasadena-The Woodlands,2899967,2020-04-01,7.38,0.87
Houston,Houston-Pasadena-The Woodlands,2899967,2020-03-01,6.94,1.3
Houston,Houston-Pasadena-The Woodlands,2899967,2020-02-01,7.13,1.25
Houston,Houston-Pasadena-The Woodlands,2899967,2020-01-01,7.26,1.37
Houston,Houston-Pasadena-The Woodlands,2899967,2019-12-01,7.49,1.32
Houston,Houston-Pasadena-The Woodlands,2899967,2019-11-01,7.15,1.37
Houston,Houston-Pasadena-The Woodlands,2899967,2019-10-01,7.16,1.38
Houston,Houston-Pasadena-The Woodlands,2899967,2019-09-01,7.27,1.34
Houston,Houston-Pasadena-The Woodlands,2899967,2019-08-01,7.6,1.43
Houston,Houston-Pasadena-The Woodlands,2899967,2019-07-01,6.99,1.44
Houston,Houston-Pasadena-The Woodlands,2899967,2019-06-01,7.25,1.32
Houston,Houston-Pasadena-The Woodlands,2899967,2019-05-01,6.97,1.42
Houston,Houston-Pasadena-The Woodlands,2899967,2019-04-01,6.74,1.38
Houston,Houston-Pasadena-The Woodlands,2899967,2019-03-01,6.76,1.33
Houston,Houston-Pasadena-The Woodlands,2899967,2019-02-01,6.79,1.49
Washington,Washington-Arlington-Alexandria,2900475,2024-01-01,5.56,0.85
Washington,Washington-Arlington-Alexandria,2900475,2023-12-01,6.0,0.88
Washington,Washington-Arlington-Alexandria,2900475,2023-11-01,5.61,0.87
Washington,Washington-Arlington-Alexandria,2900475,2023-10-01,5.57,0.88
Washington,Washington-Arlington-Alexandria,2900475,2023-09-01,5.22,0.81
Washington,Washington-Arlington-Alexandria,2900475,2023-08-01,5.67,0.82
Washington,Washington-Arlington-Alexandria,2900475,2023-07-01,5.43,0.67
Washington,Washington-Arlington-Alexandria,2900475,2023-06-01,5.32,0.98
Washington,Washington-Arlington-Alexandria,2900475,2023-05-01,5.17,0.8
Washington,Washington-Arlington-Alexandria,2900475,2023-04-01,5.13,0.72
Washington,Washington-Arlington-Alexandria,2900475,2023-03-01,4.84,0.77
Washington,Washington-Arlington-Alexandria,2900475,2023-02-01,5.1,0.76
Washington,Washington-Arlington-Alexandria,2900475,2023-01-01,5.33,0.81
Washington,Washington-Arlington-Alexandria,2900475,2022-12-01,5.94,0.69
Washington,Washington-Arlington-Alexandria,2900475,2022-11-01,5.46,0.74
Washington,Washington-Arlington-Alexandria,2900475,2022-10-01,5.35,0.65
Washington,Washington-Arlington-Alexandria,2900475,2022-09-01,5.41,0.88
Washington,Washington-Arlington-Alexandria,2900475,2022-08-01,5.6,0.7
Washington,Washington-Arlington-Alexandria,2900475,2022-07-01,5.45,0.69
Washington,Washington-Arlington-Alexandria,2900475,2022-06-01,5.0,0.86
Washington,Washington-Arlington-Alexandria,2900475,2022-05-01,4.81,0.74
Washington,Washington-Arlington-Alexandria,2900475,2022-04-01,4.56,0.8
Washington,Washington-Arlington-Alexandria,2900475,2022-03-01,4.54,0.76
Washington,Washington-Arlington-Alexandria,2900475,2022-02-01,5.02,0.78
Washington,Washington-Arlington-Alexandria,2900475,2022-01-01,5.0,0.75
Washington,Washington-Arlington-Alexandria,2900475,2021-12-01,5.89,0.68
Washington,Washington-Arlington-Alexandria,2900475,2021-11-01,5.58,0.78
Washington,Washington-Arlington-Alexandria,2900475,2021-10-01,5.76,0.8
Washington,Washington-Arlington-Alexandria,2900475,2021-09-01,5.02,0.78
Washington,Washington-Arlington-Alexandria,2900475,2021-08-01,5.26,0.72
Washington,Washington-Arlington-Alexandria,2900475,2021-07-01,5.64,0.67
Washington,Washington-Arlington-Alexandria,2900475,2021-06-01,5.14,0.73
Washington,Washington-Arlington-Alexandria,2900475,2021-05-01,5.66,0.66
Washington,Washington-Arlington-Alexandria,2900475,2021-04-01,5.15,0.62
Washington,Washington-Arlington-Alexandria,2900475,2021-03-01,5.04,0.65
Washington,Washington-Arlington-Alexandria,2900475,2021-02-01,5.5,0.8
Washington,Washington-Arlington-Alexandria,2900475,2021-01-01,5.7,1.26
Washington,Washington-Arlington-Alexandria,2900475,2020-12-01,5.66,1.19
Washington,Washington-Arlington-Alexandria,2900475,2020-11-01,6.28,1.24
Washington,Washington-Arlington-Alexandria,2900475,2020-10-01,5.66,1.21
Washington,Washington-Arlington-Alexandria,2900475,2020-09-01,6.01,0.99
Washington,Washington-Arlington-Alexandria,2900475,2020-08-01,6.1,0.98
Washington,Washington-Arlington-Alexandria,2900475,2020-07-01,6.16,1.01
Washington,Washington-Arlington-Alexandria,2900475,2020-06-01,6.46,1.09
Washington,Washington-Arlington-Alexandria,2900475,2020-05-01,6.4,0.96
Washington,Washington-Arlington-Alexandria,2900475,2020-04-01,5.69,1.05
Washington,Washington-Arlington-Alexandria,2900475,2020-03-01,5.88,1.2
Washington,Washington-Arlington-Alexandria,2900475,2020-02-01,6.13,1.34
Washington,Washington-Arlington-Alexandria,2900475,2020-01-01,6.79,1.26
Washington,Washington-Arlington-Alexandria,2900475,2019-12-01,7.14,1.23
Washington,Washington-Arlington-Alexandria,2900475,2019-11-01,7.18,1.52
